"지적장애 스무살 아들, 때리고 굶겨 죽인 친모 구속 ""훈육 목적이었다""",  Copyright ⓒ  &
"박원순 시장 ""이태원클럽 관련 확진자 전국 75명, 서울 49명. 외국인 28명""",  Copyright ⓒ  &
"장흥군, 위기상황 대응 위해 민원실에 스마트 비상벨 설치",  Copyright ⓒ  &
"[2020 한국소비자감동지수 1위] 법률자문 서비스, 더앤법률사무소",  Copyright ⓒ  &
"이용섭 광주시장, “비상한 각오로 코로나 지역감염 막고 경제위기 돌파”",  Copyright ⓒ  &
"이태원 클럽 확진자 나흘새 50명 돌파 가운데, 방문자 2천명 연락두절",  Copyright ⓒ  &
"이태원 클럽 방문 5517명 중 2000여명 ""연락 불통""",  Copyright ⓒ  &
"삼성생명, 좁혀지지 않는 암환자들과 갈등…해법없나",  Copyright ⓒ  &
박원순 시장 “클럽 등 모든 유흥시설 집합금지명령 발령”,  Copyright ⓒ  &
"박원순 서울시장 ""시내 모든 유흥시설 집합금지 발령 발동"" 이태원발 확진 40명",  Copyright ⓒ  &
파주시 드라마 스튜디오 창고서 화재…인명피해 없어,  Copyright ⓒ  &
"""햄버거도 맘대로 못 먹어?"" 매장 식사금지 격분 美서 맥도날드 총기난사",  Copyright ⓒ  &
"""도둑인 줄 알았다"" ""비무장"" 흑인 조깅선수 총살한 백인父子",  Copyright ⓒ  &
"경기도, 등·하교 안전 3대 분야 12개 과제 추진...712억 원 투입",  Copyright ⓒ  &
"""고급정보·고수익"" 유혹…""리딩방"" 투자사기, 법망피해 은행·경찰도 ""속수무책""",  Copyright ⓒ  &
"남양유업, 경쟁사 비방 댓글 관련 ""실무자 자의적 판단""",  Copyright ⓒ  &
"인도 LG화학 공장, 화학가스 누출 사고…9명 사망·수백명 입원",  Copyright ⓒ  &
"허위비방 논란 남양유업 ""경쟁사 목장 인근에 원전은 사실"" 공식해명도 논란",  Copyright ⓒ  &
"코로나19 연구하던 중국계 미국 교수, 자택서 총격살해 당해.",  Copyright ⓒ  &
"완도군 LPG 배관망 업체 선정과정에서 사전모의 ""논란""",  Copyright ⓒ  &
"""이게 내 마스크다"" 美남성, 마스크 착용하라는 점원 옷에 코 닦다 체포[해외화제]",  Copyright ⓒ  &
"해남군, 군민합심으로 코로나 발생 ‘ZERO’",  Copyright ⓒ  &
"경기도, 재난기본소득 안내 ""보이스피싱"" 주의 당부",  Copyright ⓒ  &
"""부따"" 강훈, 내일 구속기소. 범죄단체조직죄는 일단 제외",  Copyright ⓒ  &
"제주 빌라에서 화재, 3세 4세 어린이 등 4명 사망",  Copyright ⓒ  &
"조두순도 문제지만 찾아와 항의, 소란 행위도 ""골치""…8명 입건",  Copyright ⓒ  &
"""자가격리라도 스타벅스는 가고싶어!"" 자가격리 중 스타벅스 간 20대 여성",  Copyright ⓒ  &
"경기도,전국최초 ""기획부동산 주의보 ""운영",  Copyright ⓒ  &
"세계 최대 아동 성착취물 사이트 운영자, 법원에 ""구속적부심 청구""",  Copyright ⓒ  &
주진모 하정우 등 연예인 휴대전화 해킹 협박범 검거,  Copyright ⓒ  &
"강원 고성 산불, 12시간 만에 주불 진화 완료",  Copyright ⓒ  &
"유도 은메달리스트 왕기춘, 미성년자 성폭행 혐의 구속…간지 유도관 측 ""손배 소송 검토중""",  Copyright ⓒ  &
"목포시, 코로나 격리대상자 관리 총력..2차 감염 차단",  Copyright ⓒ  &
"프로바둑 조혜연9단 스토킹男 구속송치 ""가해자 엄벌받길""",  Copyright ⓒ  &
"극단 그림일기 연극 ""개세끼들"" 앙코르 무대",  Copyright ⓒ  &
"""동양인 혐오 범죄"" 기승, 美 남성→30대 동양인 여성 ""염산 테러""",  Copyright ⓒ  &
비행기는 실내로 탑승하셔야죠…항공기 이륙 전 날개에 매달린 남성 [B급통신],  Copyright ⓒ  &
"군최초 신상공개 ""이기야"" 19세 이원호 일병. 박사방 관련 세번째",  Copyright ⓒ  &
"전남경찰, 장애인 학대 예방·근절 유관기관 간담회 열어",  Copyright ⓒ  &
"경기도, 연 3만1000% 고금리 불법대부 파렴치 9명 검거",  Copyright ⓒ  &
"중고차거래 ‘더 안전하고 쉽게~’…SKT, ‘패스 자동차’ 출시",  Copyright ⓒ  &
"MBC, ""n번방"" 의혹 기자 진상조사위원회 구성…이수정 교수 참여",  Copyright ⓒ  &
"""박사방"" 육군 일병 얼굴 드러나나…오늘(28일) 신상공개 여부 결정",  Copyright ⓒ  &
"초1년생에 ""팬티빨기"" 숙제내고 ""이쁜 속옷 부끄부끄"" 댓글교사, 교육청 ""수사의뢰""",  Copyright ⓒ  &
"MBC, ""박사방"" 송금 기자 대기발령",  Copyright ⓒ  &
"라임사태 수사 ""급물살""...투자자 손실 복구는 ""글쎄""",  Copyright ⓒ  &
"벤틀리 이어 이번엔 강남역서 포르쉐 훼손, 차주 폭행 중년남성 체포.",  Copyright ⓒ  &
"경기도, 대형공사장 미세먼지 불법배출 집중 수사",  Copyright ⓒ  &
"MBC ""n번방 가입시도 의혹. 업무 배제, 진상조사"" [공식]",  Copyright ⓒ  &
"MBC기자 ""박사방""에 입장료 70만원 보내 수사 중 ""잠입취재하려고..""",  Copyright ⓒ  &
"승리 정준영 단톡방 속 ""경찰총장"" 윤총경, 구속 6개월만에 무죄석방",  Copyright ⓒ  &
"오거돈 전 부산시장 내사 착수한 경찰, 추가 성추행 여부 조사 중",  Copyright ⓒ  &
"경기도, 식용란 불법 유통행위 집중 수사",  Copyright ⓒ  &
"""성추행 인정"" 전격사퇴 오거돈 부산시장, 시민단체 ""변명으로 일관"" 고발",  Copyright ⓒ  &
"구례군, 해외입국자 코로나 임시검사시설 운영 종료 결정",  Copyright ⓒ  &
"경찰 ""이부진, 프로포폴 불법 투약 증거 없다"" 내사 종결",  Copyright ⓒ  &
"성남시, 디지털 성범죄 예방 대책 마련...다음달 본격 시행",  Copyright ⓒ  &
"경기도, 성인게임방 방역수준 1차 11.1% → 2차 92.3% 대폭↑",  Copyright ⓒ  &
"안양시, 안양·범계역 임시선별진료소 설치... 무료 이용",  Copyright ⓒ  &
"이재명 ""재난기본소득 사고파는 ""깡"" 발본색원""",  Copyright ⓒ  &
"전남경찰, 화훼농가 돕기 캠페인 참여",  Copyright ⓒ  &
"바로고, 오토바이 절도범 검거 기여 라이더에 감사장·상금 전달",  Copyright ⓒ  &
"전남경찰, 탈북민·체류 외국인 코로나 감염 방지 ‘총력""",  Copyright ⓒ  &
"목포시, 코로나 확진자 접촉 54명 전원 자가격리 해제",  Copyright ⓒ  &
"경기도, 마카롱·쿠키 등 디저트 위해요소 차단 집중수사",  Copyright ⓒ  &
"이용섭 광주시장, 자유연대 등 대중집회 취소 촉구 ""강력""",  Copyright ⓒ  &
"코로나19로 번지는 인종혐오, 영국 한인 유학생 폭행 당해",  Copyright ⓒ  &
"육군 상병, 야전삽으로 女중대장 폭행 ""하극상""...구속수사 중",  Copyright ⓒ  &
"영암군, 군복무 청년 대상 상해보험 가입 실시",  Copyright ⓒ  &
"전남경찰, 사이버범죄 피해 ""주의"" 당부",  Copyright ⓒ  &
"조두순, 오늘 출소…관용차타고 주거지로 이동","아동 성범죄자 조두순을 태운 관용차량이 12일 오전 구로구 서울남부교도소를 나서고 있다.	 사진|연합뉴스 아동 성범죄자 조두순이 12일 형기를 마치고 출소했다.	조두순은 이날 오전 6시 45분쯤 철저한 보안속에 관용차를 타고 서울 남부교도소에서 나왔다.	 출소 전 전자장치를 부착하고 장비확인을 한 것으로 알려졌다.	조두순은 출소 즉시 관용차를 타고 안산보호관찰소에 들러 전자발찌 개시 신고서를 제출한 뒤, 다시 관용차로 주거지까지 이동한다.	 그는 2008년 초등학생을 성폭행해 중상을 입힌 혐의로 유죄 확정판결을 받고 12년을 복역했다.	 교도소 앞에는 전날 오후부터 '조두순 사형' 같은 구호를 외치며 집회를 연 보수단체 회원과 유튜버 등 100여명이 모였다.	 이들이 조두순을 겨냥해 욕설과 위협 언사를 계속해경찰은 교도소 입구 도로를 따라 100ｍ가량의 펜스를 설치하고 경찰력 3개 부대를 배치했다.	조두순은 이날 오전 6시쯤 출소할 예정이었지만 일부 시위자들이 교도소 앞에 드러누우면서 출소가 다소 지연됐다.	절차를 마친 조두순은 바로 귀가하고, 보호관찰관은 주소지 내에 재택 감독 장치를 설치하게 된다.	 조두순은 앞으로 7년간 전자발찌를 차고 전담 보호관찰관으로부터 24시간 1대1 밀착감시를 받게 된다.	법원은 조만간 조두순에게 일정량 이상의 음주 금지, 심야 시간대 외출 제한 등 특별준수 사항을 부과할 전망이다.	 경찰은 조두순과 아내의 거주지 출입구가 보이는 곳에 방범 초소를 설치해 24시간 운영한다.	 주거지 인근에 방범용 CCTV도 15대 추가 설치했다.	안산시는 인근 주민들의 불안을 해소하기 위해 조두순 거주지 주변 30곳의 야간 조명 밝기를 높이고, 신규 채용한 무도 실무관 등 12명을 24시간 순찰조로 투입할 계획이다."
"전남도, 유흥업소 대상 행정명령 발령",  Copyright ⓒ  &
"""금욕하랬더니.."" ""박사방"" 영상 유포범인 잡고보니 30대 승려, 구속기소",  Copyright ⓒ  &
전남 진도 주택서 화재 발생…80대 여성 숨진 채 발견,  Copyright ⓒ  &
"""성폭행 혐의"" 김준기 전 DB그룹 회장, 1심서 집행유예로 석방",  Copyright ⓒ  &
"조주빈 공범 강훈, 미성년자 신상공개 1호로 포토라인 ""진심으로 죄송하다""",  Copyright ⓒ  &
"과천시 공식트위터에 ""대통령 탄핵"" 게시물 올린 범인, 전직 홍보팀 직원",  Copyright ⓒ  &
"집행유예→데이트폭행→6개월 도주, 유명 BJ에 징역 1년6월 구형",  Copyright ⓒ  &
"""바람 쐬려고 외출"" 자가격리 위반 유학생 3명 기소의견으로 검찰 송치",  Copyright ⓒ  &
"""박사방"" 공범 ""부따"" 강훈 얼굴 공개…미성년자 신상 공개 첫 사례",  Copyright ⓒ  &
"광주광역시, 도시철도 2호선 가로등·신호등 이설공사 시작",  Copyright ⓒ  &
몸캠피싱 전문 대처 ‘시큐어앱’ 피씽 및 온라인 범죄 예방법 알려," 통신기술과 각종 매체 등이 발달하며 서버해킹부터 각종 디바이스 데이터 해킹, 연구결과 해킹 등 데이터 해킹이 기승을 부리고 있는데, 이러한 범죄들 대부분은 부정적인 방법으로 금전 갈취를 목적으로 이뤄진다.	 이러한 온라인상의 범죄들 중 가장 기승을 부리고 있는 ‘몸캠피씽’의 특징은 보이스피싱이나 스미싱과 같이 개인을 대상으로만 진행되지 않는다는 점이다.	 피해자의 주변 지인들과 가족들에게까지 피해를 끼치며 이로 인해 정상적인 사회생활을 유지하기가 힘들어질 수 있다.	영상통화사기 및 동영상유포 협박 등의 몸캠피씽을 당하고 있다면 경찰 신고와 동시에 보안 전문업체의 도움을 통해 해결할 수 있다.	이와 관련해 온라인 보안 전문업체 ‘시큐어앱’에서는 24시간 무료 긴급상담센터를 운영하며 시큐어앱만의 몸캠피씽 유포 차단방법 제공을 통해 피싱 피해자들을 구제하는 데 앞장서고 있다.	또한, 몸캠피싱 범죄 패턴을 정확히 파악하여 그에 맞는 차단방법을 제공하게 되는데, 이후 업체에서는 범인으로부터 피해자의 영상을 회수하고 24시간 차후 모니터링 서비스를 통해 자칫 2차, 3차 피해로 번질 수 있는 경우를 차단하고 있다.	시큐어앱의 임한빈 대표는 “몸캠피싱에 당했다면 피싱 협박범에 대응할 것이 아니라 보다 신속히 보안 업체와 경찰에 알려야 한다”고 말하며 “특히 빠르게 악성코드를 분석하여 유출된 동영상을 유포 전 회수할 수 있는 솔루션과 기술력을 가지고 있는 업체를 선택하는 것이 중요하다”고 전했다.	이외에도 ‘시큐어앱’은 모바일 악성 앱 분석, 모바일 진단 및 복구, 사이버범죄 수집 & 차단 등 모바일 보안 서비스를 제공하고 있다."
"""부따"" 강훈 신상공개 가처분신청 냈지만 법원 기각",  Copyright ⓒ  &
"""장례식장서 스트립쇼를?""美 남성, 장례식장서 나체소동·맥주 강탈[B급 통신]",  Copyright ⓒ  &
"투표소 난동男 줄줄이 체포. 투표용지 찢고, 다른 투표소서 소란",  Copyright ⓒ  &
"코로나19 자가격리자, 18시 이후 투표시작…17시 20분부터 외출 가능",  Copyright ⓒ  &
"전남경찰, 미끄럼사고 예방 위해 사전 안전활동 나서",  Copyright ⓒ  &
"나주시, 임산물 불법채취 집중단속 나서",  Copyright ⓒ  &
"경기도,유해물질 배출 자동차 복원 도장업체 13곳 적발",  Copyright ⓒ  &
미국 코로나19 사망자 1만명 넘겨…12일만에 10배 급증,  Copyright ⓒ  &
"경기북부경찰청, 신종 코로나 관련 범죄행위 엄정대응",  Copyright ⓒ  &
"""체포되면 인생 리셋"" 日 아베 총리 자택 침입 20대여성 범행동기",  Copyright ⓒ  &
"""주차장 벽면 충돌 화재"" 테슬라 차량 국과수 감정",  Copyright ⓒ  &
"코로나19 일탈에 칼 뺐다. ""자가격리 위반시 징역 1년 또는 벌금 1000만원""",  Copyright ⓒ  &
"전광훈 교회, 집회금지명령에도 2주째 현장예배 강행",  Copyright ⓒ  &
"오늘부터 자가격리 위반시 ""최대 징역 1년 또는 벌금 1000만원""",  Copyright ⓒ  &
"유통업계, 신종 코로나 바이러스 격리자 위한 생필품 지원",  Copyright ⓒ  &
"국토부, 자율주행 시범운행지구 지정 및 운영제도 마련",  Copyright ⓒ  &
충남도의회 올 첫 임시회 일정 조정…신종 코로나 대응력 집중,  Copyright ⓒ  &
"문재인 대통령, ‘우한 교민 포용’ 한 충남 아산 전격 방문",  Copyright ⓒ  &
"구속수감 전광훈 사랑제일교회, 집회금지명령 위반으로 결국 고발",  Copyright ⓒ  &
"광주지방경찰청, 선거경비통합상황실 본격 업무 시작",  Copyright ⓒ  &
조주빈에게 개인정보 유출한 또 다른 공익요원 구속 영장 청구,  Copyright ⓒ  &
"조두순, 내일 오전 6시 전후 출소...관용차 이용",미성년자 성폭행범 조두순 출소를 하루 앞둔 11일 오전 경기도 안산시의 한 주택가 방범초소에서 경찰이 근무하고 있다.	 사진| 연합뉴스 아동 성범죄자 조두순이 12일 출소한다.
"목포시, 해외 입국자 격리시설 운영 ""관리 강화""",  Copyright ⓒ  &
"美 코로나19 확진자 71일만에 20만명 돌파, 세계 확진자 20%가 미국인",  Copyright ⓒ  &
라임사태 수사 속도…주가조작 일당 검거·김회장 관련사 압색,  Copyright ⓒ  &
